Item_ID,Category,Region,Date,Stock_Level,Demand,Supply,Is_Scarce,Potentially_Scarce,Conversion_Rate,Experience_Score,Dispute_Amount,Win_Amount,Recouped_Amount,Tag_Status,Net_Loss,Spike_Indicator
ITEM07345,Apparel,North,2023-11-13,166,656,122,No,No,0.16,4,557.04,45.53,281.29,Resolved,230.21999999999997,No
ITEM07346,Groceries,North,2023-05-02,236,311,652,No,Yes,0.8,10,203.63,479.09,151.21,Flagged,-426.66999999999996,No
ITEM07347,Toys,South,2023-02-04,104,682,734,Yes,Yes,0.23,1,201.44,52.42,216.38,Resolved,-67.36000000000001,No
ITEM07348,Home Appliances,West,2023-03-10,289,362,359,No,No,0.19,5,626.54,2.99,125.09,Resolved,498.4599999999999,No
ITEM07349,Apparel,South,2023-11-09,487,481,748,Yes,Yes,0.72,1,402.15,306.21,216.98,Reviewed,-121.03999999999999,No
ITEM07350,Electronics,Central,2023-05-19,237,669,492,Yes,No,0.78,3,202.66,356.75,237.71,Escalated,-391.8,No
ITEM07351,Electronics,North,2023-01-12,309,156,967,Yes,No,0.73,10,383.62,88.84,164.13,Resolved,130.64999999999998,No
ITEM07352,Groceries,East,2023-05-05,471,525,285,No,No,0.29,1,579.42,174.4,9.81,Escalated,395.21,No
ITEM07353,Home Appliances,North,2023-10-26,81,722,723,No,Yes,0.8,10,598.75,154.9,151.26,Reviewed,292.59000000000003,No
ITEM07354,Electronics,West,2023-05-27,93,241,634,No,Yes,0.16,3,898.06,361.93,269.67,Escalated,266.45999999999987,No
ITEM07355,Groceries,South,2023-03-18,320,667,786,No,No,0.37,2,930.17,197.05,25.16,Resolved,707.9599999999999,Yes
ITEM07356,Toys,North,2023-03-09,342,623,945,Yes,No,0.47,4,203.02,264.29,175.26,Resolved,-236.53,No
ITEM07357,Groceries,East,2023-07-25,284,960,279,No,No,0.15,7,490.33,388.21,10.26,Resolved,91.86,No
ITEM07358,Groceries,East,2023-08-24,296,114,303,No,No,0.56,1,445.6,246.63,146.17,Resolved,52.80000000000004,No
ITEM07359,Groceries,South,2023-02-28,360,107,723,No,Yes,0.55,7,767.28,362.8,207.57,Flagged,196.90999999999997,No
ITEM07360,Apparel,South,2023-09-15,318,330,404,No,No,0.89,6,192.65,283.3,114.15,Flagged,-204.8,No
ITEM07361,Groceries,North,2023-09-11,415,285,811,No,Yes,0.6,4,226.1,356.35,34.18,Reviewed,-164.43000000000004,No
ITEM07362,Groceries,West,2023-08-31,65,152,544,No,Yes,0.42,9,158.2,45.35,284.22,Resolved,-171.37000000000003,No
ITEM07363,Apparel,Central,2023-10-04,111,236,459,No,No,0.73,7,732.27,489.11,279.93,Flagged,-36.77000000000004,No
ITEM07364,Apparel,East,2023-08-08,355,273,248,Yes,Yes,0.37,10,227.48,43.48,238.57,Resolved,-54.56999999999999,No
ITEM07365,Toys,South,2023-08-13,428,959,478,Yes,No,0.53,10,419.67,318.05,62.3,Flagged,39.32000000000001,No
ITEM07366,Home Appliances,Central,2023-04-11,400,318,801,Yes,No,0.14,5,259.7,11.57,231.86,Flagged,16.269999999999982,No
ITEM07367,Electronics,Central,2023-12-08,170,362,798,Yes,Yes,0.36,2,982.29,258.56,100.47,Reviewed,623.26,No
ITEM07368,Electronics,Central,2023-05-02,246,354,524,No,Yes,0.52,1,648.0,48.01,182.72,Resolved,417.27,No
ITEM07369,Groceries,West,2023-08-06,65,911,637,Yes,Yes,0.66,2,285.63,45.0,134.18,Resolved,106.44999999999999,No
ITEM07370,Toys,South,2023-03-16,67,369,966,No,Yes,0.18,9,116.02,142.46,75.12,Resolved,-101.56000000000002,No
ITEM07371,Groceries,East,2023-11-27,491,686,988,No,No,0.74,2,438.71,120.82,195.92,Reviewed,121.97,No
ITEM07372,Electronics,South,2023-08-25,33,323,391,No,Yes,0.82,5,181.15,68.41,215.72,Resolved,-102.97999999999999,No
ITEM07373,Apparel,North,2023-12-05,0,982,523,Yes,No,0.32,8,167.21,289.6,158.5,Escalated,-280.89,No
ITEM07374,Home Appliances,East,2023-08-28,150,703,856,Yes,No,0.71,8,295.05,442.7,48.61,Escalated,-196.26,No
ITEM07375,Toys,South,2023-06-14,389,233,446,Yes,Yes,0.24,9,966.38,458.71,148.36,Reviewed,359.31,No
ITEM07376,Apparel,East,2023-11-30,271,262,475,No,No,0.52,4,399.84,145.2,230.7,Escalated,23.939999999999998,No
ITEM07377,Home Appliances,North,2023-06-06,257,809,94,No,No,0.74,10,210.36,432.29,253.95,Resolved,-475.88,No
ITEM07378,Toys,East,2023-07-30,237,800,392,No,Yes,0.41,7,328.44,483.76,8.09,Flagged,-163.41,No
ITEM07379,Toys,Central,2023-10-04,115,172,740,No,No,0.12,9,477.75,156.08,55.98,Reviewed,265.68999999999994,No
ITEM07380,Electronics,West,2023-08-04,75,997,783,No,No,0.53,7,71.85,468.6,279.02,Escalated,-675.77,No
ITEM07381,Apparel,North,2023-08-06,282,817,936,Yes,No,0.78,1,304.99,213.01,234.51,Resolved,-142.52999999999997,No
ITEM07382,Toys,East,2023-08-21,18,642,66,No,Yes,0.19,6,143.2,232.02,215.55,Resolved,-304.37,No
ITEM07383,Toys,North,2023-01-12,283,993,268,No,No,0.12,2,90.31,240.2,41.38,Escalated,-191.26999999999998,No
ITEM07384,Home Appliances,Central,2023-03-24,34,730,645,Yes,No,0.75,7,908.99,365.57,1.31,Resolved,542.1100000000001,No
ITEM07385,Electronics,West,2023-04-23,370,894,240,No,No,0.31,9,284.14,130.32,176.64,Reviewed,-22.819999999999993,No
ITEM07386,Groceries,North,2023-09-28,490,583,440,No,No,0.39,7,209.14,120.18,259.81,Reviewed,-170.85000000000002,No
ITEM07387,Electronics,Central,2023-07-14,323,977,488,No,No,0.17,8,700.35,314.76,21.38,Escalated,364.21000000000004,No
ITEM07388,Groceries,Central,2023-05-21,304,770,693,No,No,0.18,2,57.45,278.8,20.81,Resolved,-242.16000000000003,No
ITEM07389,Apparel,Central,2023-05-04,240,354,546,No,No,0.59,10,973.24,35.52,299.57,Reviewed,638.1500000000001,No
ITEM07390,Apparel,East,2023-05-21,6,856,848,No,Yes,0.54,5,985.0,451.26,70.91,Reviewed,462.83000000000004,No
ITEM07391,Toys,South,2023-07-27,36,717,143,No,Yes,0.33,10,764.89,145.33,199.58,Escalated,419.9799999999999,No
ITEM07392,Apparel,North,2023-04-25,370,297,144,No,No,0.46,1,987.03,375.48,167.35,Reviewed,444.19999999999993,No
ITEM07393,Toys,South,2023-07-25,152,526,745,No,Yes,0.41,3,256.11,289.21,124.36,Resolved,-157.45999999999998,No
ITEM07394,Electronics,Central,2023-10-15,244,592,693,No,No,0.66,1,254.63,286.12,240.88,Reviewed,-272.37,No
ITEM07395,Apparel,South,2023-12-21,249,731,131,No,Yes,0.79,2,868.94,429.36,71.36,Reviewed,368.22,No
ITEM07396,Electronics,Central,2023-12-09,114,181,389,No,No,0.71,4,607.5,440.23,83.96,Resolved,83.30999999999999,No
ITEM07397,Electronics,Central,2023-05-29,40,407,857,No,No,0.1,6,723.08,280.08,79.92,Escalated,363.08000000000004,No
ITEM07398,Apparel,West,2023-07-29,336,881,409,Yes,No,0.18,1,13.81,214.21,164.15,Escalated,-364.55,No
ITEM07399,Electronics,West,2023-04-22,61,798,161,Yes,Yes,0.44,9,463.86,310.03,196.82,Escalated,-42.98999999999995,No
ITEM07400,Apparel,South,2023-05-22,168,887,352,Yes,No,0.78,1,278.34,59.83,27.8,Reviewed,190.70999999999998,No
ITEM07401,Apparel,North,2023-01-24,141,473,867,No,No,0.29,8,153.98,210.01,44.01,Escalated,-100.03999999999999,No
ITEM07402,Apparel,South,2023-02-18,484,663,968,Yes,No,0.8,1,518.79,330.98,35.47,Resolved,152.33999999999995,No
ITEM07403,Groceries,North,2023-10-15,437,558,100,Yes,No,0.19,1,276.88,381.51,195.42,Resolved,-300.04999999999995,No
ITEM07404,Electronics,South,2023-11-27,257,600,855,Yes,No,0.16,8,543.41,360.65,187.63,Resolved,-4.8700000000000045,No
ITEM07405,Home Appliances,East,2023-12-31,87,456,954,No,Yes,0.83,2,78.2,87.31,249.04,Resolved,-258.15,No
ITEM07406,Apparel,East,2023-01-11,462,395,750,Yes,Yes,0.23,1,797.72,305.77,85.95,Escalated,406.00000000000006,No
ITEM07407,Electronics,North,2023-07-07,47,679,769,No,No,0.47,7,949.56,45.16,219.78,Reviewed,684.62,No
ITEM07408,Toys,West,2023-03-09,434,399,710,No,Yes,0.36,1,629.4,298.0,85.55,Escalated,245.84999999999997,No
ITEM07409,Apparel,North,2023-03-31,480,745,826,No,No,0.22,4,142.78,372.97,225.5,Escalated,-455.69000000000005,No
ITEM07410,Apparel,South,2023-04-20,310,442,933,No,Yes,0.61,10,749.07,315.69,182.39,Flagged,250.99000000000007,No
ITEM07411,Home Appliances,Central,2023-06-13,11,219,330,Yes,No,0.87,10,878.37,312.46,124.19,Escalated,441.7200000000001,No
ITEM07412,Groceries,East,2023-07-25,210,668,162,No,Yes,0.63,9,366.48,326.57,190.53,Reviewed,-150.61999999999998,No
ITEM07413,Groceries,Central,2023-02-01,243,285,85,No,No,0.38,10,513.77,209.03,253.6,Escalated,51.140000000000015,No
ITEM07414,Apparel,East,2023-11-23,238,683,672,Yes,No,0.67,3,63.69,192.5,66.58,Escalated,-195.39,No
ITEM07415,Electronics,South,2023-03-15,196,257,732,No,No,0.21,6,547.68,222.48,184.5,Resolved,140.69999999999993,No
ITEM07416,Toys,East,2023-09-08,256,327,127,No,No,0.56,10,47.47,105.66,298.0,Flagged,-356.19,No
ITEM07417,Toys,North,2023-12-21,234,407,898,No,No,0.48,9,352.1,226.92,239.22,Reviewed,-114.03999999999996,No
ITEM07418,Electronics,Central,2023-01-21,186,333,589,Yes,No,0.39,4,278.3,452.29,89.8,Reviewed,-263.79,No
ITEM07419,Apparel,Central,2023-10-23,200,110,94,No,Yes,0.69,3,182.94,145.37,235.37,Reviewed,-197.8,No
ITEM07420,Toys,South,2023-10-25,102,274,922,No,Yes,0.19,5,853.02,215.54,148.46,Escalated,489.02,No
ITEM07421,Groceries,Central,2023-11-24,289,872,353,No,No,0.53,7,603.44,323.0,234.24,Reviewed,46.200000000000045,No
ITEM07422,Electronics,South,2023-10-29,220,742,441,No,No,0.78,5,678.07,383.6,29.32,Flagged,265.15000000000003,No
ITEM07423,Home Appliances,West,2023-12-04,496,997,703,No,No,0.26,4,492.32,4.54,256.6,Flagged,231.17999999999995,No
ITEM07424,Apparel,North,2023-03-14,495,101,64,Yes,No,0.31,1,747.48,332.04,298.33,Escalated,117.11000000000001,No
ITEM07425,Electronics,East,2023-02-10,367,860,689,No,No,0.63,6,370.11,71.7,132.53,Resolved,165.88000000000002,No
ITEM07426,Toys,East,2023-04-04,301,811,216,No,No,0.72,4,441.37,371.95,153.76,Resolved,-84.33999999999997,No
ITEM07427,Apparel,East,2023-05-12,186,281,714,Yes,No,0.33,6,83.22,67.97,56.13,Resolved,-40.88,No
ITEM07428,Groceries,West,2023-04-09,449,449,112,Yes,No,0.39,6,319.68,375.05,205.07,Resolved,-260.44,No
ITEM07429,Apparel,North,2023-02-22,402,738,620,Yes,Yes,0.69,4,105.55,472.87,23.26,Escalated,-390.58,No
ITEM07430,Apparel,Central,2023-08-17,411,481,252,Yes,Yes,0.33,8,481.64,111.77,169.99,Escalated,199.88,No
ITEM07431,Groceries,Central,2023-05-08,98,396,206,Yes,Yes,0.63,4,938.74,4.36,125.54,Escalated,808.84,Yes
ITEM07432,Groceries,North,2023-07-31,423,296,564,No,No,0.23,5,811.03,55.46,59.99,Resolved,695.5799999999999,No
ITEM07433,Apparel,North,2023-10-12,244,385,600,No,No,0.43,5,437.25,459.66,247.49,Resolved,-269.90000000000003,No
ITEM07434,Groceries,East,2023-10-06,312,655,327,Yes,No,0.65,2,300.71,235.19,225.33,Reviewed,-159.81000000000003,No
ITEM07435,Electronics,Central,2023-12-07,306,621,150,No,No,0.47,8,329.42,268.83,89.91,Resolved,-29.319999999999965,No
ITEM07436,Groceries,North,2023-06-08,495,324,944,No,No,0.12,8,472.66,76.54,115.88,Escalated,280.24,No
ITEM07437,Groceries,Central,2023-12-18,21,827,218,Yes,No,0.43,10,242.82,493.54,75.78,Reviewed,-326.5,No
ITEM07438,Apparel,North,2023-08-21,67,822,581,Yes,Yes,0.33,8,338.14,91.24,62.94,Resolved,183.95999999999998,No
ITEM07439,Electronics,South,2023-03-12,391,385,452,Yes,Yes,0.18,1,492.28,301.13,66.41,Flagged,124.73999999999998,No
ITEM07440,Home Appliances,East,2023-07-24,315,828,190,No,Yes,0.11,7,841.07,284.71,40.14,Escalated,516.2200000000001,No
ITEM07441,Home Appliances,North,2023-07-08,64,430,396,No,No,0.14,3,95.37,32.7,101.68,Reviewed,-39.010000000000005,No
ITEM07442,Toys,West,2023-05-31,291,660,836,Yes,No,0.86,1,404.78,498.22,208.12,Reviewed,-301.56000000000006,No
ITEM07443,Groceries,North,2023-01-08,454,262,883,Yes,Yes,0.7,5,190.4,275.03,78.93,Resolved,-163.55999999999997,No
ITEM07444,Groceries,South,2023-11-28,216,292,242,No,No,0.85,4,637.03,77.78,210.87,Reviewed,348.38,No
ITEM07445,Electronics,West,2023-04-10,28,244,948,No,Yes,0.19,7,570.71,377.4,229.6,Reviewed,-36.289999999999935,No
ITEM07446,Home Appliances,West,2023-01-16,192,770,201,No,No,0.56,1,577.26,196.22,101.46,Flagged,279.58,No
ITEM07447,Toys,North,2023-06-03,55,937,797,No,No,0.17,1,532.76,335.05,17.31,Resolved,180.39999999999998,No
ITEM07448,Electronics,South,2023-06-06,337,791,855,Yes,No,0.12,8,733.58,111.72,215.34,Reviewed,406.52,No
ITEM07449,Groceries,West,2023-04-03,387,637,435,No,No,0.47,4,154.06,461.13,41.67,Resolved,-348.74,No
ITEM07450,Home Appliances,East,2023-09-19,211,711,257,No,No,0.62,9,185.8,20.47,82.19,Escalated,83.14000000000001,No
ITEM07451,Toys,East,2023-02-06,237,722,598,No,Yes,0.15,10,708.9,10.12,177.48,Reviewed,521.3,No
ITEM07452,Apparel,Central,2023-06-10,199,369,437,No,Yes,0.39,10,131.78,432.42,275.86,Flagged,-576.5,No
ITEM07453,Home Appliances,Central,2023-12-17,474,150,127,No,No,0.17,5,726.98,272.1,226.56,Escalated,228.32,No
ITEM07454,Toys,South,2023-06-23,177,626,221,Yes,No,0.39,6,164.42,170.75,80.77,Flagged,-87.10000000000001,No
ITEM07455,Electronics,West,2023-11-13,422,227,606,Yes,No,0.48,2,991.57,70.57,243.83,Flagged,677.17,No
ITEM07456,Apparel,East,2023-01-18,418,751,386,No,No,0.37,3,45.13,29.91,122.94,Reviewed,-107.72,No
ITEM07457,Toys,East,2023-12-17,152,853,645,No,No,0.56,7,776.42,147.75,43.25,Escalated,585.42,No
ITEM07458,Toys,South,2023-01-16,461,145,941,Yes,No,0.57,7,231.96,405.53,92.83,Reviewed,-266.4,No
ITEM07459,Groceries,West,2023-12-26,43,333,480,No,No,0.37,6,323.63,96.25,246.54,Escalated,-19.159999999999997,No
ITEM07460,Home Appliances,South,2023-09-27,430,547,654,No,No,0.41,4,911.81,489.74,111.28,Escalated,310.78999999999996,No
ITEM07461,Groceries,North,2023-12-25,167,683,538,Yes,Yes,0.45,10,306.6,395.8,113.99,Flagged,-203.19,No
ITEM07462,Apparel,East,2023-03-09,286,542,715,No,Yes,0.4,4,377.03,5.9,292.92,Flagged,78.20999999999998,No
ITEM07463,Toys,South,2023-01-30,196,602,155,Yes,No,0.71,8,182.2,274.84,154.88,Flagged,-247.51999999999998,No
ITEM07464,Groceries,South,2023-11-12,336,706,919,No,Yes,0.21,9,77.17,197.93,149.04,Escalated,-269.8,No
ITEM07465,Home Appliances,North,2023-11-05,73,384,258,No,No,0.79,8,107.99,222.01,218.97,Escalated,-332.99,No
ITEM07466,Apparel,Central,2023-08-13,170,231,765,No,No,0.37,8,593.66,221.78,288.51,Escalated,83.37,No
ITEM07467,Electronics,East,2023-06-13,379,575,809,Yes,No,0.68,5,46.81,425.57,296.79,Reviewed,-675.55,No
ITEM07468,Groceries,South,2023-11-16,182,892,397,No,Yes,0.81,2,225.69,342.81,234.07,Escalated,-351.19,No
ITEM07469,Apparel,East,2023-01-14,15,643,954,Yes,No,0.81,10,393.51,145.35,261.45,Resolved,-13.289999999999992,No
ITEM07470,Electronics,Central,2023-10-06,495,455,401,No,No,0.46,2,108.5,257.81,272.19,Flagged,-421.5,No
ITEM07471,Groceries,South,2023-06-05,67,136,787,No,No,0.31,2,748.31,243.49,223.5,Flagged,281.31999999999994,No
ITEM07472,Apparel,North,2023-05-02,374,737,897,No,No,0.58,6,971.47,143.55,169.33,Resolved,658.59,No
ITEM07473,Apparel,East,2023-09-20,324,237,97,No,No,0.25,10,894.98,310.24,75.03,Flagged,509.71000000000004,No
ITEM07474,Groceries,North,2023-06-19,41,521,295,No,No,0.73,5,953.65,315.83,218.62,Resolved,419.19999999999993,No
ITEM07475,Apparel,Central,2023-01-10,109,544,80,Yes,No,0.67,4,544.86,53.67,150.55,Escalated,340.64,No
ITEM07476,Toys,Central,2023-06-21,40,711,744,No,Yes,0.74,4,148.06,44.58,275.15,Flagged,-171.66999999999996,No
ITEM07477,Groceries,East,2023-12-24,305,341,524,Yes,No,0.45,8,666.8,14.83,0.41,Reviewed,651.56,No
ITEM07478,Apparel,Central,2023-01-13,467,344,526,Yes,No,0.55,10,59.67,296.16,276.07,Resolved,-512.56,No
ITEM07479,Electronics,West,2023-08-01,5,638,306,No,No,0.18,2,476.13,497.95,284.99,Flagged,-306.81,No
ITEM07480,Electronics,East,2023-06-10,330,308,175,No,Yes,0.65,5,789.31,454.34,65.84,Resolved,269.13,No
ITEM07481,Toys,West,2023-08-20,180,556,268,Yes,No,0.49,7,854.92,230.49,263.71,Escalated,360.71999999999997,No
ITEM07482,Groceries,Central,2023-06-09,272,198,294,No,Yes,0.51,7,295.37,159.44,177.05,Flagged,-41.120000000000005,No
ITEM07483,Apparel,East,2023-05-07,360,601,529,No,No,0.78,8,221.94,366.63,88.01,Reviewed,-232.7,No
ITEM07484,Apparel,West,2023-02-17,184,236,492,No,No,0.72,3,689.47,167.65,202.65,Escalated,319.1700000000001,No
ITEM07485,Electronics,Central,2023-09-18,322,286,700,No,No,0.53,2,138.77,17.36,239.25,Resolved,-117.83999999999999,No
ITEM07486,Toys,South,2023-03-02,143,135,550,No,No,0.38,8,994.01,258.68,126.45,Flagged,608.8799999999999,No
ITEM07487,Electronics,South,2023-05-02,435,729,276,No,Yes,0.46,9,332.17,160.35,186.36,Resolved,-14.539999999999992,No
ITEM07488,Electronics,North,2023-03-31,99,769,947,No,Yes,0.38,1,749.37,22.12,60.45,Reviewed,666.8,No
ITEM07489,Toys,South,2023-12-25,89,578,863,Yes,No,0.22,9,725.57,379.86,9.78,Escalated,335.93000000000006,No
ITEM07490,Groceries,West,2023-09-12,471,886,818,No,No,0.62,8,310.19,286.57,280.65,Escalated,-257.03,No
ITEM07491,Apparel,South,2023-03-31,245,780,304,No,No,0.65,7,386.2,174.49,46.27,Resolved,165.43999999999997,No
ITEM07492,Groceries,East,2023-01-03,238,154,119,No,Yes,0.88,8,841.68,208.4,154.13,Resolved,479.15,No
ITEM07493,Home Appliances,East,2023-10-07,417,570,504,No,No,0.46,3,227.95,39.12,25.56,Flagged,163.26999999999998,No
ITEM07494,Home Appliances,East,2023-04-27,211,183,627,Yes,Yes,0.9,2,60.04,61.79,256.74,Flagged,-258.49,No
ITEM07495,Home Appliances,South,2023-04-08,80,105,51,No,Yes,0.25,4,147.26,209.54,231.44,Flagged,-293.72,No
ITEM07496,Toys,South,2023-06-11,114,990,544,Yes,No,0.63,7,684.08,75.64,58.02,Flagged,550.4200000000001,No
ITEM07497,Electronics,North,2023-12-06,275,462,374,No,No,0.9,2,237.44,94.98,244.13,Flagged,-101.67000000000002,No
ITEM07498,Groceries,Central,2023-10-25,79,955,830,No,Yes,0.61,7,567.12,184.36,102.39,Reviewed,280.37,No
ITEM07499,Apparel,North,2023-10-24,55,867,452,No,Yes,0.46,7,393.55,262.0,251.75,Flagged,-120.19999999999999,No
ITEM07500,Home Appliances,West,2023-03-23,178,809,900,No,No,0.51,10,868.21,278.77,75.21,Escalated,514.23,No
ITEM07501,Groceries,East,2023-12-24,308,763,864,No,Yes,0.78,9,487.46,244.76,141.48,Escalated,101.22,No
ITEM07502,Home Appliances,South,2023-05-28,48,929,178,Yes,Yes,0.85,3,139.61,36.48,78.46,Escalated,24.67000000000003,No
ITEM07503,Home Appliances,Central,2023-01-06,259,269,532,Yes,No,0.46,9,832.83,39.92,200.98,Resolved,591.9300000000001,No
ITEM07504,Apparel,Central,2023-07-04,273,859,195,No,Yes,0.72,7,82.67,102.84,16.32,Escalated,-36.49,No
ITEM07505,Toys,South,2023-09-09,291,348,674,No,No,0.85,8,828.24,438.01,173.71,Resolved,216.52,No
ITEM07506,Electronics,North,2023-01-25,372,761,849,No,No,0.33,3,41.5,55.77,221.23,Flagged,-235.5,No
ITEM07507,Toys,Central,2023-02-10,290,309,145,Yes,Yes,0.49,5,3.64,361.07,58.62,Flagged,-416.05,No
ITEM07508,Groceries,North,2023-06-18,29,839,550,No,No,0.9,7,755.53,409.69,71.09,Reviewed,274.75,No
ITEM07509,Toys,South,2023-01-03,373,343,505,No,Yes,0.38,8,560.09,52.48,217.7,Reviewed,289.91,No
ITEM07510,Groceries,North,2023-12-30,251,240,828,Yes,Yes,0.6,6,215.02,298.35,124.71,Reviewed,-208.04000000000002,No
ITEM07511,Groceries,East,2023-06-20,62,731,453,No,No,0.63,6,965.95,384.54,186.87,Reviewed,394.5400000000001,No
ITEM07512,Electronics,South,2023-02-26,81,904,57,No,No,0.22,5,637.01,401.59,128.0,Reviewed,107.42000000000002,No
ITEM07513,Apparel,South,2023-03-24,404,279,269,No,No,0.75,4,238.57,14.5,125.64,Escalated,98.42999999999999,No
ITEM07514,Electronics,Central,2023-11-26,435,736,774,No,Yes,0.43,7,415.99,267.6,90.16,Flagged,58.22999999999999,No
ITEM07515,Toys,Central,2023-06-28,479,853,151,No,No,0.5,10,913.18,93.18,175.52,Resolved,644.48,No
ITEM07516,Groceries,Central,2023-05-13,324,823,727,No,No,0.61,5,203.4,444.65,179.8,Resolved,-421.04999999999995,No
ITEM07517,Home Appliances,East,2023-03-27,380,116,823,Yes,No,0.43,8,926.86,232.42,225.66,Escalated,468.7800000000001,No
ITEM07518,Home Appliances,East,2023-12-19,168,115,51,No,No,0.36,1,216.78,207.87,150.5,Reviewed,-141.59,No
ITEM07519,Groceries,West,2023-09-28,309,484,763,No,No,0.54,8,23.52,103.4,168.58,Flagged,-248.46000000000004,No
ITEM07520,Electronics,South,2023-12-10,342,440,539,No,No,0.38,5,268.44,98.11,254.27,Reviewed,-83.94000000000003,No
ITEM07521,Apparel,Central,2023-04-04,157,992,890,Yes,No,0.45,4,54.62,495.62,12.11,Reviewed,-453.11,No
ITEM07522,Electronics,South,2023-12-22,474,868,744,Yes,No,0.19,6,232.95,33.82,155.85,Flagged,43.28,No
ITEM07523,Groceries,North,2023-09-07,55,897,820,Yes,No,0.78,7,271.99,21.03,37.88,Resolved,213.08,No
ITEM07524,Groceries,East,2023-10-22,334,891,883,No,No,0.43,3,416.68,132.96,205.65,Flagged,78.07000000000002,No
ITEM07525,Apparel,West,2023-07-17,424,145,789,No,Yes,0.17,4,282.7,183.26,268.3,Escalated,-168.86,No
ITEM07526,Toys,North,2023-03-20,141,603,249,Yes,No,0.73,7,711.74,194.11,127.4,Escalated,390.23,No
ITEM07527,Toys,South,2023-06-15,148,869,75,Yes,No,0.12,7,970.83,95.88,190.74,Flagged,684.21,No
ITEM07528,Apparel,East,2023-02-08,375,242,993,No,Yes,0.58,3,47.51,469.55,110.83,Reviewed,-532.87,No
ITEM07529,Toys,Central,2023-11-04,225,384,399,No,Yes,0.66,9,513.04,451.06,226.77,Resolved,-164.79000000000005,No
ITEM07530,Home Appliances,North,2023-08-02,473,454,151,No,Yes,0.25,3,261.68,248.63,176.8,Flagged,-163.75,No
ITEM07531,Toys,East,2023-05-11,24,929,697,Yes,No,0.21,8,462.74,376.81,182.13,Escalated,-96.19999999999999,No
ITEM07532,Toys,South,2023-06-06,177,624,380,No,No,0.19,8,704.59,112.38,52.02,Flagged,540.19,No
ITEM07533,Toys,South,2023-06-08,364,932,906,No,Yes,0.89,3,876.8,427.41,2.05,Reviewed,447.3399999999999,No
ITEM07534,Home Appliances,North,2023-11-18,94,656,421,Yes,Yes,0.7,7,886.68,205.97,187.73,Reviewed,492.9799999999999,No
ITEM07535,Toys,North,2023-08-15,52,146,246,Yes,No,0.35,3,163.15,66.77,33.68,Escalated,62.70000000000001,No
ITEM07536,Home Appliances,North,2023-02-14,303,627,559,Yes,No,0.37,2,562.64,396.55,40.05,Flagged,126.03999999999998,No
ITEM07537,Apparel,West,2023-07-20,69,993,79,Yes,Yes,0.62,7,282.9,240.37,49.1,Escalated,-6.570000000000029,No
ITEM07538,Electronics,Central,2023-01-22,175,206,972,No,No,0.47,8,497.82,303.53,119.98,Flagged,74.31000000000002,No
ITEM07539,Apparel,East,2023-12-05,131,102,348,No,No,0.32,9,919.99,458.32,73.42,Escalated,388.25,No
ITEM07540,Electronics,South,2023-08-30,407,715,182,No,No,0.15,1,60.67,286.17,286.06,Reviewed,-511.56,No
ITEM07541,Apparel,South,2023-08-17,489,194,817,No,No,0.73,9,594.16,133.09,203.05,Reviewed,258.0199999999999,No
ITEM07542,Electronics,Central,2023-08-26,414,232,581,No,Yes,0.81,2,359.72,171.46,58.26,Flagged,130.00000000000003,No
ITEM07543,Electronics,North,2023-05-29,338,959,357,No,No,0.26,3,868.1,428.22,241.16,Flagged,198.72,No
ITEM07544,Groceries,North,2023-09-30,458,882,70,Yes,No,0.15,8,218.31,406.47,84.09,Escalated,-272.25,No
ITEM07545,Electronics,South,2023-03-08,412,300,948,No,No,0.19,2,332.99,369.81,239.94,Resolved,-276.76,No
ITEM07546,Electronics,Central,2023-01-07,388,353,90,No,Yes,0.43,7,20.31,64.47,140.71,Resolved,-184.87,No
ITEM07547,Groceries,South,2023-08-21,337,282,941,Yes,No,0.34,8,429.95,97.17,143.99,Escalated,188.78999999999996,No
ITEM07548,Toys,North,2023-12-23,450,249,547,No,No,0.16,10,633.23,351.49,114.73,Escalated,167.01,No
ITEM07549,Toys,East,2023-10-19,359,648,925,No,No,0.46,5,196.16,139.03,74.06,Escalated,-16.930000000000007,No
ITEM07550,Groceries,North,2023-09-13,330,589,521,No,No,0.26,3,635.68,355.67,206.11,Resolved,73.89999999999992,No
ITEM07551,Home Appliances,East,2023-03-08,212,604,713,No,Yes,0.15,9,744.71,346.73,151.01,Escalated,246.97000000000003,No
ITEM07552,Electronics,West,2023-09-07,477,512,357,No,Yes,0.63,8,192.42,294.32,2.66,Reviewed,-104.56,No
ITEM07553,Electronics,Central,2023-03-18,210,937,508,Yes,Yes,0.56,3,755.27,494.16,96.47,Reviewed,164.63999999999996,No
ITEM07554,Groceries,West,2023-03-28,436,607,563,No,No,0.76,8,932.77,437.21,229.88,Reviewed,265.68,No
ITEM07555,Groceries,North,2023-09-09,344,750,552,No,No,0.34,3,222.48,60.32,88.64,Escalated,73.52,No
ITEM07556,Home Appliances,Central,2023-08-10,63,711,93,Yes,Yes,0.21,6,135.0,366.66,205.56,Escalated,-437.22,No
ITEM07557,Toys,North,2023-03-13,34,503,90,No,No,0.39,1,333.41,424.3,60.88,Reviewed,-151.76999999999998,No
ITEM07558,Apparel,Central,2023-07-21,11,335,887,No,No,0.72,4,190.72,435.96,227.01,Reviewed,-472.25,No
